image,question,answer
image3012,What is other organs removed?,dramatic demonstration of size of kidneys
image3012,Is other organs removed dramatic demonstration of size of kidneys?,yes
image3012,How is kidneys in situ with other organs removed  demonstration of size of kidneys ?,dramatic
image3012,Where is this?,urinary
image3012,Is this therapy present?,no
image3012,Is polycystic disease infant present?,yes
image3012,What is present?,polycystic disease infant
image3012,Does larynx show kidneys in situ with other organs removed dramatic demonstration of size of kidneys?,no
image3012,Does this image show kidneys in situ with other organs removed dramatic demonstration of size of kidneys?,yes
image3013,Is this photo present?,no
image3013,What is present?,renal cell carcinoma
image3013,Is renal cell carcinoma present?,yes
image3013,Where is this?,urinary
image3014,Is ischemia newborn present?,yes
image3014,Where is this?,urinary
image3014,Is gram present?,no
image3014,What is present?,ischemia newborn
image3014,Is this typical thecoma with yellow foci present?,no
image3014,What is present?,kidney
image3014,Is kidney present?,yes
image3015,"Does lung show kidney, renal papillary necrosis, acute?",no
image3015,Where is this?,urinary
image3015,What does this image show?,kidney
image3015,"Does this image show kidney, renal papillary necrosis, acute?",yes
image3016,What does this image show?,kidney candida abscesses from patient with acute myelogenous leukemia
image3016,Does this image show kidney candida abscesses from patient with acute myelogenous leukemia?,yes
image3016,Does so-called median bar show kidney candida abscesses from patient with acute myelogenous leukemia?,no
image3016,Where is this?,urinary
image3017,What does this image show?,single large lesion quite good
image3017,Does this image show single large lesion quite good?,yes
image3017,Does lymphangiomatosis generalized show single large lesion quite good?,no
image3017,What is present?,kidney
image3017,Is kidney present?,yes
image3017,Is immunostain for growth hormone present?,no
image3017,Is metastatic carcinoma lung present?,yes
image3017,What is present?,metastatic carcinoma lung
image3017,Is serous cyst present?,no
image3017,Where is this?,urinary
image3018,Where is this?,urinary
image3018,"Does palmar crease normal show staghorn calculi in renal pelvis, gout?",no
image3018,"Does this image show staghorn calculi in renal pelvis, gout?",yes
image3018,What does this image show?,staghorn calculi in renal pelvis
image3019,What does this image show?,cut surface
image3019,Does this image show cut surface?,yes
image3019,Does digital infarcts bacterial endocarditis show cut surface?,no
image3019,What is present?,kidney
image3019,Where is this?,urinary
image3019,Is pinworm present?,no
image3019,What is present?,sarcoidosis
image3019,Is myocardium present?,no
image3019,Is sarcoidosis present?,yes
image3019,Is kidney present?,yes
image3020,What does this image show?,hemolytic disease of newborn
image3020,Does sacrococcygeal teratoma show hemolytic disease of newborn?,no
image3020,Does this image show hemolytic disease of newborn?,yes
image3021,Does retroperitoneal leiomyosarcoma show herpes zoster?,no
image3021,Does this image show herpes zoster?,yes
image3021,What does this image show?,herpes zoster
image3022,"Does fibrinous peritonitis show skin, kaposi 's sarcoma?",no
image3022,"Does this image show skin, kaposi 's sarcoma?",yes
image3022,What does this image show?,skin
image3023,"Does granulomata slide show ulcerations, herpes simplex?",no
image3023,"Does this image show ulcerations, herpes simplex?",yes
image3023,What does this image show?,ulcerations
image3024,What is present ?,gastrointestinal
image3024,Where is this electron microscopy figure taken?,gastrointestinal system
image3024,"Does this image show colon, cryptosporidia?",yes
image3024,Is this partially fixed gross present?,no
image3024,Is gastrointestinal present?,yes
image3024,What is present?,gastrointestinal
image3024,"Does photo show colon, cryptosporidia?",no
image3024,What does this image show?,colon
image3025,What is present ?,adenoma
image3025,What is present ?,pituitary
image3025,What is present ?,endocrine
image3025,Is adenoma present?,yes
image3025,Is pituitary present?,yes
image3025,What is present?,endocrine
image3025,Is endocrine present?,yes
image3025,What is present?,pituitary
image3025,What is present?,adenoma
image3025,Does this image show null cell dr garcia tumors 35?,yes
image3026,What does this image show?,malignant cells mixed mesodermal tumor of uterus
image3026,Does this image show malignant cells mixed mesodermal tumor of uterus?,yes
image3026,Is abdomen present?,yes
image3026,What is present ?,carcinoma
image3026,What is present ?,peritoneal fluid
image3026,Is leiomyosarcoma present?,no
image3026,Is carcinoma present?,yes
image3026,What is present?,carcinoma
image3026,What is present ?,Abdomen
image3026,What is present?,peritoneal fluid
image3026,Is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?,no
image3026,What is present?,abdomen
image3026,Does situs inversus show malignant cells mixed mesodermal tumor of uterus?,no
image3026,Is peritoneal fluid present?,yes
image3027,Is cardiovascular present?,yes
image3027,What does this image show?,coronary artery atherosclerosis diagram
image3027,Does this image show coronary artery atherosclerosis diagram?,yes
image3027,Does atrophy show coronary artery atherosclerosis diagram?,no
image3027,What is present?,cardiovascular
image3027,Where is this area in the body?,heart
image3027,Is carcinomatosis endometrium primary present?,no
image3027,What is present ?,Cardiovascular
image3028,What does this image show?,coronary artery atherosclerosis diagram
image3028,What is present ?,Cardiovascular
image3028,Does this image show coronary artery atherosclerosis diagram?,yes
image3028,Is slide present?,no
image3028,Is cardiovascular present?,yes
image3028,What is present?,cardiovascular
image3028,Does slide show coronary artery atherosclerosis diagram?,no
image3028,Where is this area in the body?,heart
image3029,What does this image show?,parathyroid adenoma
image3029,Does this image show parathyroid adenoma?,yes
image3029,Does photo show parathyroid adenoma?,no
image3029,What is present?,endocrine
image3029,Is endocrine present?,yes
image3029,What is present ?,endocrine
image3029,Is papillary intraductal adenocarcinoma present?,no
image3029,Where is this part in the figure?,endocrine system
image3030,"Does this image show pituitary, chromaphobe adenoma?",yes
image3030,"Does fixed tissue show pituitary, chromaphobe adenoma?",no
image3030,Is endocrine present?,yes
image3030,Is adenoma present?,no
image3030,Where is this part in the figure?,endocrine system
image3030,What is present ?,endocrine
image3030,What does this image show?,pituitary
image3030,What is present?,endocrine
image3031,Is myocardial infarct present?,no
image3031,Is endocrine present?,yes
image3031,What is present?,endocrine
image3031,"Does photo show adrenal, polyarteritis nodosa with infarct?",no
image3031,"Does this image show adrenal, polyarteritis nodosa with infarct?",yes
image3031,"How does this image show adrenal, polyarteritis nodosa?",with infarct 
image3031,What does this image show?,adrenal
image3031,Where is this part in the figure?,endocrine system
image3031,What is present ?,endocrine
image3032,Is endocrine present?,yes
image3032,What does this image show?,pancreas
image3032,"Does this image show pancreas, islet hyalinization, diabetes mellitus?",yes
image3032,"Does omentum show pancreas, islet hyalinization, diabetes mellitus?",no
image3032,What is present?,endocrine
image3032,Is vasculature present?,no
image3032,Where is this part in the figure?,endocrine system
image3032,What is present ?,endocrine
image3033,Does this image show parathyroid adenoma?,yes
image3033,Where is this part in the figure?,endocrine system
image3033,Is vessel present?,no
image3033,Is endocrine present?,yes
image3033,What is present?,endocrine
image3033,Does angiogram show parathyroid adenoma?,no
image3033,What is present ?,endocrine
image3033,What does this image show?,parathyroid adenoma
image3034,Is chest and abdomen slide present?,no
image3034,Where is this part in the figure?,endocrine system
image3034,Is endocrine present?,yes
image3034,What is present?,endocrine
image3034,"Does acute lymphocytic leukemia show thyroid, follicular ademona?",no
image3034,"Does this image show thyroid, follicular ademona?",yes
image3034,What does this image show?,thyroid
image3034,What is present ?,endocrine
image3035,Where is this part in the figure?,endocrine system
image3035,Is natural color present?,no
image3035,Is endocrine present?,yes
image3035,What is present?,endocrine
image3035,"Does retroperitoneal leiomyosarcoma show pituitary, chromaphobe adenoma?",no
image3035,"Does this image show pituitary, chromaphobe adenoma?",yes
image3035,What does this image show?,pituitary
image3035,What is present ?,endocrine
image3036,What is present?,adrenal
image3036,What is present ?,metastatic carcinoma
image3036,What is present ?,adrenal
image3036,What is present ?,endocrine
image3036,Where is this part in the figure?,endocrine system
image3036,Is hematoma present?,no
image3036,Is metastatic carcinoma present?,yes
image3036,What is present?,metastatic carcinoma
image3036,Is adrenal present?,yes
image3036,Is side present?,no
image3036,What is present?,endocrine
image3036,Is cortical nodule present?,no
image3036,Is endocrine present?,yes
image3036,Does myocardial infarct show primary in stomach?,no
image3036,Does this image show primary in stomach?,yes
image3036,What does this image show?,primary in stomach
image3037,What does this image show?,hyalin material in pituitary which is amyloid
image3037,Does this image show hyalin material in pituitary which is amyloid?,yes
image3037,What is present?,endocrine
image3037,Is endocrine present?,yes
image3037,Where is this part in the figure?,endocrine system
image3037,What is present ?,endocrine
image3038,Is quite good liver present?,no
image3038,Is endocrine present?,yes
image3038,What is present?,endocrine
image3038,What was sella of type i diabetes with pituitectomy for retinal lesions 9 years?,empty case
image3038,Was sella empty case of type i diabetes with pituitectomy for retinal lesions 9 years?,yes
image3038,Was pus in test tube empty case of type i diabetes with pituitectomy for retinal lesions 9 years?,no
image3038,What was empty case of type i diabetes with pituitectomy for retinal lesions 9 years ?,section through pituitary stalk showing what remains sella
image3038,Is slide present?,no
image3038,Where is this part in the figure?,endocrine system
image3038,What is present?,Pituitectomy
image3038,What was section through pituitary stalk showing what remains sella of type i diabetes with pituitectomy for retinal lesions 9 years ?,empty case
image3038,What is present ?,endocrine
image3038,What is present ?,Pituitectomy
image3038,What was empty case of type i diabetes with pituitectomy for retinal lesions 9 years?,sella
image3038,Is Pituitectomy present?,yes
image3039,Is endocrine present?,yes
image3039,What is present ?,adrenal
image3039,What is present ?,atheromatous embolus
image3039,Does this image show typical lesion in small artery just outside capsule?,yes
image3039,Does chromophobe adenoma show typical lesion in small artery just outside capsule?,no
image3039,What is present?,endocrine
image3039,Is pus in test tube present?,no
image3039,What is present?,adrenal
image3039,What does this image show?,typical lesion in small artery just outside capsule
image3039,Is outside adrenal capsule section present?,no
image3039,What is present?,atheromatous embolus
image3039,Is atheromatous embolus present?,yes
image3039,Is history present?,no
image3039,Where is this part in the figure?,endocrine system
image3039,What is present ?,endocrine
image3039,Is adrenal present?,yes
image3040,What is present ?,endocrine
image3040,Where is this part in the figure?,endocrine system
image3040,Is this image present?,no
image3040,Is endocrine present?,yes
image3040,What does this image show?,hashimoto 's thyroiditis
image3040,Does this image show hashimoto 's thyroiditis?,yes
image3040,Does hemorrhage associated with placental abruption show hashimoto 's thyroiditis?,no
image3040,What is present?,endocrine
image3041,Is endocrine present?,yes
image3041,Where is this part in the figure?,endocrine system
image3041,What is present ?,endocrine
image3041,What is present?,endocrine
image3041,Is heart present?,no
image3041,Does capillary show hashimoto 's thyroiditis?,no
image3041,Does this image show hashimoto 's thyroiditis?,yes
image3041,What does this image show?,hashimoto 's thyroiditis
image3042,What is present ?,Hemochromatosis
image3042,What is present ?,pituitary
image3042,What is present ?,endocrine
image3042,What stain ?,iron
image3042,Where is this part in the figure?,endocrine system
image3042,Is atrophy present?,no
image3042,Is Hemochromatosis present?,yes
image3042,Is chromophobe adenoma present?,no
image3042,Is pituitary present?,yes
image3042,What is present?,Hemochromatosis
image3042,Is acute peritonitis present?,no
image3042,What stain?,iron
image3042,What is present?,pituitary
image3042,Does cachexia stain?,no
image3042,What does this image show?,iron stain
image3042,Does iron stain?,yes
image3042,Does lymphoma show iron stain?,no
image3042,What is present?,endocrine
image3042,Is endocrine present?,yes
image3042,Does this image show iron stain?,yes
image3043,Is polyarteritis nodosa present?,yes
image3043,What is present ?,endocrine
image3043,What has healing lesion in medium size artery just outside adrenal capsule section ?,folds
image3043,What has folds ?,healing lesion in medium size artery just outside adrenal capsule section
image3043,Where is this part in the figure?,endocrine system
image3043,Is muscle atrophy present?,no
image3043,What has folds?,outside adrenal capsule section
image3043,What is present ?,polyarteritis nodosa
image3043,Has outside adrenal capsule section folds?,yes
image3043,What is present?,polyarteritis nodosa
image3043,Is anencephaly present?,no
image3043,Is endocrine present?,yes
image3043,What is present?,endocrine
image3043,Does lower chest and abdomen anterior show healing lesion in medium size artery just outside adrenal capsule section has folds?,no
image3043,Does this image show healing lesion in medium size artery just outside adrenal capsule section has folds?,yes
image3043,What does this image show?,healing lesion in medium size artery just outside adrenal capsule section has folds
image3043,Has cachexia folds?,no
image3043,What has outside adrenal capsule section?,folds
image3044,Is endocrine present?,yes
image3044,What is present?,endocrine
image3044,Does this section show hashimoto 's thyroiditis?,no
image3044,Does this image show hashimoto 's thyroiditis?,yes
image3044,What is present ?,endocrine
image3044,Is atrophy present?,no
image3044,What does this image show?,hashimoto 's thyroiditis
image3044,Where is this part in the figure?,endocrine system
image3045,What is present ?,endocrine
image3045,Where is this part in the figure?,endocrine system
image3045,Is very good example present?,no
image3045,Is Hemochromatosis present?,yes
image3045,What is present?,Hemochromatosis
image3045,Is angiogram present?,no
image3045,Is adrenal present?,yes
image3045,What is present?,adrenal
image3045,What is present ?,Hemochromatosis
image3045,Is atherosclerosis present?,no
image3045,Is endocrine present?,yes
image3045,What is present?,endocrine
image3045,Does close-up tumor show pigment in area of zona glomerulosa?,no
image3045,Does this image show pigment in area of zona glomerulosa?,yes
image3045,What is present ?,adrenal
image3045,What does this image show?,pigment in area of zona glomerulosa
image3045,How many glomerulosa does this image show pigment in area of?,zona
image3046,Is this typical lesion present?,no
image3046,Is mucoepidermoid carcinoma present?,yes
image3046,What is present ?,parathyroid
image3046,What is present ?,mucoepidermoid carcinoma
image3046,What is present?,mucoepidermoid carcinoma
image3046,Is abdomen present?,no
image3046,Is parathyroid present?,yes
image3046,What is present?,parathyroid
image3046,Is peritoneal fluid present?,no
image3046,Is endocrine present?,yes
image3046,Does this image show nice photo of parotid on one side with tumor capsule and obvious invasive tumor?,yes
image3046,What does this image show?,nice photo of parotid on one side with tumor capsule and obvious invasive tumor
image3046,How many side does this image show nice photo of parotid on with tumor capsule and obvious invasive tumor?,one
image3046,What is present?,endocrine
image3046,Does iron show nice photo of parotid on one side with tumor capsule and obvious invasive tumor?,no
image3046,Where is this part in the figure?,endocrine system
image3046,What is present ?,endocrine
image3047,What is present?,endocrine
image3047,What is present ?,normal immature infant
image3047,What is present ?,thyroid
image3047,What is present ?,endocrine
image3047,Is endocrine present?,yes
image3047,Is angiogram present?,no
image3047,Where is this part in the figure?,endocrine system
image3047,What is present?,normal immature infant
image3047,Is peritoneal fluid present?,no
image3047,Is thyroid present?,yes
image3047,What is present?,thyroid
image3047,Is amyloidosis present?,no
image3047,Is normal immature infant present?,yes
image3048,What does this image show?,hashimoto 's thyroiditis
image3048,Does this image show hashimoto 's thyroiditis?,yes
image3048,Does adrenal show hashimoto 's thyroiditis?,no
image3048,What is present?,endocrine
image3048,Where is this part in the figure?,endocrine system
image3048,Is leiomyosarcoma present?,no
image3048,Is endocrine present?,yes
image3048,What is present ?,endocrine
image3049,What does this image show?,thyroid gland
image3049,"Does this image show thyroid gland, normal?",yes
image3049,"Does mesentery show thyroid gland, normal?",no
image3049,What is present?,endocrine
image3049,Is endocrine present?,yes
image3049,Is intraductal papillomatosis present?,no
image3049,Where is this part in the figure?,endocrine system
image3049,What is present ?,endocrine
image3050,Is aorta present?,no
image3050,What is present?,endocrine
image3050,Is endocrine present?,yes
image3050,Is newborn cord around neck present?,no
image3050,Is normal immature infant present?,yes
image3050,What is present?,normal immature infant
image3050,Is granulomata slide present?,no
image3050,Is thyroid present?,yes
image3050,What is present ?,thyroid
image3050,What is present ?,normal immature infant
image3050,What is present?,thyroid
image3050,Where is this part in the figure?,endocrine system
image3050,What is present ?,endocrine
image3051,What does this image show?,uterus
image3051,"Does this image show uterus, leiomyomas?",yes
image3051,"Does parathyroid show uterus, leiomyomas?",no
image3051,Where does this part belong to?,female reproductive system
image3052,What does this image show?,vaginal herpes
image3052,Does this image show vaginal herpes?,yes
image3052,Does feet show vaginal herpes?,no
image3052,Where does this part belong to?,female reproductive system
image3053,What is present ?,female reproductive
image3053,What is present?,no tissue recognizable as ovary
image3053,Is no tissue recognizable as ovary present?,yes
image3053,Is chronic ischemia present?,no
image3053,What does this image show?,external view typical appearance
image3053,Does this image show external view typical appearance?,yes
image3053,What is present?,female reproductive
image3053,Is female reproductive present?,yes
image3053,Is foot present?,no
image3053,Is mucinous cystadenocarcinoma present?,yes
image3053,Is hand present?,no
image3053,Where does this belong to?,female reproductive system
image3053,What is present ?,external view typical appearance but no tissue recognizable as ovary
image3053,What is present ?,mucinous cystadenocarcinoma
image3053,What is present?,mucinous cystadenocarcinoma
image3053,Does quite good liver show external view typical appearance?,no
image3054,What is present ?,mixed mesodermal tumor
image3054,What is present ?,female reproductive
image3054,Is female reproductive present?,yes
image3054,Is glioma present?,no
image3054,What is present?,mixed mesodermal tumor
image3054,Is mixed mesodermal tumor present?,yes
image3054,What is present?,female reproductive
image3054,Where does this part belong to?,female reproductive system
image3054,Does hand show opened uterus with polypoid mass?,no
image3054,Does this image show opened uterus with polypoid mass?,yes
image3054,What does this image show?,opened uterus with polypoid mass
image3054,Is lower chest and abdomen anterior present?,no
image3055,Is this myoma present?,no
image3055,What does this image show?,fixed tissue saggital section of organ with bosselated myoma
image3055,Does this image show fixed tissue saggital section of organ with bosselated myoma?,yes
image3055,What is present?,female reproductive
image3055,Is female reproductive present?,yes
image3055,Is this section present?,no
image3055,What is present?,uterus
image3055,Is uterus present?,yes
image3055,What is present?,leiomyoma
image3055,What is present ?,leiomyoma
image3055,Is sacrococcygeal teratoma present?,no
image3055,Is leiomyoma present?,yes
image3055,What is present ?,uterus
image3055,Does lesion of myocytolysis show fixed tissue saggital section of organ with bosselated myoma?,no
image3055,What is present ?,female reproductive
image3055,Where does this belong to?,female reproductive system
image3056,What is present ?,hemorrhagic corpus luteum
image3056,What is present?,hemorrhagic corpus luteum
image3056,Is acrocyanosis present?,no
image3056,Is female reproductive present?,yes
image3056,Does beckwith-wiedemann syndrome show opened uterus with adnexa and hemorrhagic mass in ovary?,no
image3056,What is present?,female reproductive
image3056,What does this image show?,opened uterus with adnexa and hemorrhagic mass in ovary
image3056,Is hemorrhagic corpus luteum present?,yes
image3056,Is heart present?,no
image3056,Where does this belong to?,female reproductive system
image3056,What is present ?,female reproductive
image3056,Does this image show opened uterus with adnexa and hemorrhagic mass in ovary?,yes
image3057,What is present ?,ovary
image3057,How is this partially fixed gross not ?,diagnostic
image3057,What is present ?,granulosa cell tumor
image3057,What is present ?,female reproductive
image3057,Is stillborn cord around neck present?,no
image3057,Where does this belong to?,female reproductive system
image3057,Is granulosa cell tumor present?,yes
image3057,Is this typical lesion present?,no
image3057,Is ovary present?,yes
image3057,Is metastatic carcinoma lung present?,no
image3057,Is female reproductive present?,yes
image3057,What is present?,female reproductive
image3057,Is vasculature not diagnostic?,no
image3057,Is this partially fixed gross not diagnostic?,yes
image3057,What is not diagnostic?,this partially fixed gross
image3057,What is not diagnostic ?,this partially fixed gross
image3057,What is present?,granulosa cell tumor
image3057,What is present?,ovary
image3058,What does this image show?,opened uterus polypoid tumor demonstrated
image3058,Is conjoined twins present?,no
image3058,Where does this part belong to?,female reproductive system
image3058,What demonstrated ?,uterus polypoid tumor
image3058,What is present ?,female reproductive
image3058,What is present ?,mixed mesodermal tumor
image3058,Is mixed mesodermal tumor present?,yes
image3058,Does this image show opened uterus polypoid tumor demonstrated?,yes
image3058,Does intraductal papillomatosis with apocrine metaplasia show opened uterus polypoid tumor demonstrated?,no
image3058,What is present?,mixed mesodermal tumor
image3058,Is female reproductive present?,yes
image3058,Is normal immature infant present?,no
image3058,What is present?,female reproductive
image3059,Is female reproductive present?,yes
image3059,What is present?,female reproductive
image3059,Does angiogram saphenous vein bypass graft show sectioned uterus shown close-up with typical small myomas very good?,no
image3059,What does this image show?,sectioned uterus shown close-up with typical small myomas very good
image3059,Is stillborn macerated present?,no
image3059,What is present?,Leiomyomas
image3059,What is present ?,Leiomyomas
image3059,What is present ?,female reproductive
image3059,Where does this part belong to?,female reproductive system
image3059,Does this image show sectioned uterus shown close-up with typical small myomas very good?,yes
image3059,Is Leiomyomas present?,yes
image3059,Is tuberculous peritonitis present?,no
image3060,What does this image show?,ovarian cysts
image3060,"Does this image show ovarian cysts, hemorrhagic?",yes
image3060,"Does that show ovarian cysts, hemorrhagic?",no
image3060,Where does this part belong to?,female reproductive system
image3061,What is present?,ovary
image3061,What is present ?,mucinous cystadenocarcinoma
image3061,What is present ?,ovary
image3061,What is present ?,female reproductive
image3061,What is the excellent uterus in and thus illustrates the very large size of the ovarian tumor ?,in picture
image3061,What is in picture and thus illustrates the very large size of the ovarian tumor ?,the excellent uterus
image3061,Is ovary present?,yes
image3061,Where does this belong to?,female reproductive system
image3061,What is present?,mucinous cystadenocarcinoma
image3061,How is the excellent uterus in picture and thus illustrates the very  size of the ovarian tumor?,large
image3061,What is in picture and thus illustrates the very large size of the ovarian tumor?,the excellent uterus
image3061,What is the excellent uterus in and thus illustrates the very large size of the ovarian tumor?,in picture
image3061,Is the excellent uterus in picture and thus illustrates the very large size of the ovarian tumor?,yes
image3061,What is present?,female reproductive
image3061,Is female reproductive present?,yes
image3061,Is mucinous cystadenocarcinoma present?,yes
image3061,How is the excellent uterus in picture and thus illustrates the very large size of the  tumor?,ovarian
image3062,What does this image show?,excellent example of rather large submucous myoma
image3062,Does this image show excellent example of rather large submucous myoma?,yes
image3062,Where does this belong to?,female reproductive system
image3062,What is present?,leiomyoma
image3062,Is uterus present?,yes
image3062,What is present?,uterus
image3062,Is female reproductive present?,yes
image3062,What is present?,female reproductive
image3062,What is present ?,female reproductive
image3062,Is leiomyoma present?,yes
image3062,What is present ?,uterus
image3062,What is present ?,leiomyoma
image3063,Does this image show opened lesion with necrotic center not too typical?,yes
image3063,Where does this part belong to?,female reproductive system
image3063,What is present ?,female reproductive
image3063,What is present ?,ovary
image3063,What is present ?,benign cystic teratoma
image3063,Is carcinoma metastatic lung present?,no
image3063,What does this image show?,opened lesion with necrotic center not too typical
image3063,What is present?,benign cystic teratoma
image3063,Is acrocyanosis present?,no
image3063,Does chromophobe adenoma show opened lesion with necrotic center not too typical?,no
image3063,What is present?,female reproductive
image3063,Is female reproductive present?,yes
image3063,Is adenoma present?,no
image3063,What is present?,ovary
image3063,Is ovary present?,yes
image3063,Is benign cystic teratoma present?,yes
image3064,Is left ventricle hypertrophy present?,no
image3064,Where does this part belong to?,female reproductive system
image3064,Is benign cystic teratoma present?,yes
image3064,What is present ?,female reproductive
image3064,What does this image show?,necrotic central mass with thin fibrous capsule not all that typical 91yo
image3064,Does lower chest and abdomen anterior show necrotic central mass with thin fibrous capsule not all that typical 91yo?,no
image3064,What is present ?,ovary
image3064,What is present?,female reproductive
image3064,Is female reproductive present?,yes
image3064,Is fibrotic lesion present?,no
image3064,What is present?,ovary
image3064,Is ovary present?,yes
image3064,What is present ?,benign cystic teratoma
image3064,What is present?,benign cystic teratoma
image3064,Does this image show necrotic central mass with thin fibrous capsule not all that typical 91yo?,yes
image3064,Is natural color present?,no
image3065,Does this image show view of uterus tubes and ovaries showing large nodular metastatic tumor masses on ovaries?,yes
image3065,What is present?,female reproductive
image3065,How is this true  krukenberg?,bilateral
image3065,What is present ?,krukenberg tumor
image3065,What is present ?,ovary
image3065,What is present ?,female reproductive
image3065,What was view of uterus tubes and ovaries showing large nodular metastatic tumor masses on ovaries and peritoneal surface of uterus and douglas pouch outstanding photo primary in this is true bilateral krukenberg ?,in the stomach
image3065,What was in the stomach this is true bilateral krukenberg ?,view of uterus tubes and ovaries showing large nodular metastatic tumor masses on ovaries and peritoneal surface of uterus and douglas pouch outstanding photo primary
image3065,What is true bilateral krukenberg ?,this
image3065,Where does this belong to?,female reproductive system
image3065,Is krukenberg tumor present?,yes
image3065,What is present?,krukenberg tumor
image3065,Is ovary present?,yes
image3065,What is present?,ovary
image3065,Is female reproductive present?,yes
image3065,What was in the stomach this is true bilateral krukenberg?,peritoneal surface of uterus and douglas pouch outstanding photo primary
image3065,What is this ?,true bilateral krukenberg
image3065,What is this?,true bilateral krukenberg
image3065,What is true bilateral krukenberg?,this
image3065,What does this image show?,view of uterus tubes and ovaries showing large nodular metastatic tumor masses on ovaries
image3065,Was peritoneal surface of uterus and douglas pouch outstanding photo primary in the stomach this is true bilateral krukenberg?,yes
image3065,What was peritoneal surface of uterus and douglas pouch outstanding photo primary in this is true bilateral krukenberg?,in the stomach
image3065,Is this true bilateral krukenberg?,yes
image3066,What is present ?,uterus
image3066,What is present ?,female reproductive
image3066,Where does this belong to?,female reproductive system
image3066,Is cervical leiomyoma present?,yes
image3066,What is present?,cervical leiomyoma
image3066,Is female reproductive present?,yes
image3066,What is present?,uterus
image3066,What is present?,female reproductive
image3066,What does this image show?,close-up of cut surface of cervical myoma which is shown in relation to cervix and vagina
image3066,Does this image show close-up of cut surface of cervical myoma which is shown in relation to cervix and vagina?,yes
image3066,Is uterus present?,yes
image3066,What is present ?,cervical leiomyoma
image3067,What is present?,ovary
image3067,Does this image show massive lesion taken at surgery size of basketball very good?,yes
image3067,What does this image show?,massive lesion taken at surgery size of basketball very good
image3067,What is present ?,mucinous cystadenocarcinoma
image3067,What is present ?,ovary
image3067,What is present ?,female reproductive
image3067,Where does this belong to?,female reproductive system
image3067,Is mucinous cystadenocarcinoma present?,yes
image3067,What is present?,mucinous cystadenocarcinoma
image3067,Is gangrene present?,no
image3067,Is ovary present?,yes
image3067,Is polycystic disease present?,no
image3067,Is female reproductive present?,yes
image3067,What is present?,female reproductive
image3067,Does serous cyst show massive lesion taken at surgery size of basketball very good?,no
image3067,Is sacrococcygeal teratoma present?,no
image3068,What is present?,ovary
image3068,Is good example of muscle atrophy present?,no
image3068,Is fibroma present?,yes
image3068,What is present?,fibroma
image3068,Is stillborn cord around neck present?,no
image3068,Is ovary present?,yes
image3068,Is sella present?,no
image3068,What is present ?,fibroma
image3068,What is present?,female reproductive
image3068,Does interesting case show cut surface 4 cm lesion 76yobf?,no
image3068,Does this image show cut surface 4 cm lesion 76yobf?,yes
image3068,What does this image show?,cut surface 4 cm lesion 76yobf
image3068,How many cm does this image show cut surface lesion 76yobf?,4
image3068,What is present ?,ovary
image3068,What is present ?,female reproductive
image3068,Is female reproductive present?,yes
image3068,Where does this part belong to?,female reproductive system
image3069,What is present ?,female reproductive
image3069,What does this image show?,opened uterus with three myomas quite typical
image3069,How many myomas does this image show opened uterus with quite typical?,three
image3069,What is present ?,leiomyoma
image3069,Is good example of muscle atrophy present?,no
image3069,Is leiomyoma present?,yes
image3069,What is present?,leiomyoma
image3069,Where does this part belong to?,female reproductive system
image3069,Is female reproductive present?,yes
image3069,What is present?,female reproductive
image3069,Does normal newborn show opened uterus with three myomas quite typical?,no
image3069,Does this image show opened uterus with three myomas quite typical?,yes
image3069,Is infant body present?,no
image3070,What does this image show?,gravid uterus
image3070,Where does this part belong to?,female reproductive system
image3070,Does anomalous origin show gravid uterus?,no
image3070,Does this image show gravid uterus?,yes
image3071,Where does this belong to?,female reproductive system
image3071,What is present ?,Postpartum
image3071,What is present ?,female reproductive
image3071,Is Postpartum present?,yes
image3071,What is present ?,uterus
image3071,Is uterus present?,yes
image3071,What is present?,uterus
image3071,When does this image show 18 hours?,after cesarean section
image3071,Is female reproductive present?,yes
image3071,What is present?,female reproductive
image3071,Does this image show 18 hours after cesarean section?,yes
image3071,What does this image show?,18 hours after cesarean section
image3071,What is present?,Postpartum
image3072,Where does this part belong to?,female reproductive system
image3072,"Does this image show uterus, leiomyoma?",yes
image3072,What does this image show?,uterus
image3072,"Does abdomen show uterus, leiomyoma?",no
image3073,Is leiomyosarcoma present?,no
image3073,Is adrenal of premature 30 week gestation gram infant lesion present?,no
image3073,Is fallopian tube present?,yes
image3073,Where does this part belong to?,female reproductive system
image3073,What is present?,fallopian tube
image3073,Is female reproductive present?,yes
image3073,What is present ?,fallopian tube
image3073,Does intraductal papillomatosis show fixed tissue of tuberculosis?,no
image3073,Does this image show fixed tissue of tuberculosis?,yes
image3073,What does this image show?,fixed tissue of tuberculosis
image3073,What is present ?,female reproductive
image3073,What is present?,female reproductive
image3074,"Does liver show breast, fibroadenoma?",no
image3074,Where is this area in the body?,breast
image3074,"Does this image show breast, fibroadenoma?",yes
image3074,What does this image show?,breast
image3075,Is peritoneum present?,no
image3075,What is present?,breast
image3075,How does this image appear  ?,benign
image3075,Is breast present?,yes
image3075,What is present ?,intraductal Papillomatosis With Apocrine Metaplasia
image3075,What is present ?,breast
image3075,Where is this area in the body?,breast
image3075,Is peritoneum present?,no
image3075,Is intraductal Papillomatosis With Apocrine Metaplasia present?,yes
